owner/repo,lang,label,wilcoxon_pvalue,identical,delta,eff_size,invalid,summary_treatment,summary_control
Airblader/i3,C,support,7.257E-01,True,0.01132498,negligible,False,Min=0;Median=0.000;Mean=0.087;Max=2;std_dev=0.296,Min=0;Median=0.000;Mean=0.082;Max=2;std_dev=0.310
ARMmbed/mbedtls,C,help wanted,4.478E-08,False,0.4857143,large,False,Min=0;Median=1.000;Mean=0.958;Max=8;std_dev=1.150,Min=0;Median=0.000;Mean=0.100;Max=1;std_dev=0.304
audacity/audacity,C,good first issue,3.238E-09,False,0.3783974,medium,False,Min=0;Median=1.000;Mean=1.333;Max=6;std_dev=1.541,Min=0;Median=0.000;Mean=0.411;Max=4;std_dev=0.693
betaflight/betaflight,C,Help Wanted,4.208E-09,False,0.6105689,large,False,Min=0;Median=1.000;Mean=1.472;Max=6;std_dev=1.250,Min=0;Median=0.000;Mean=0.250;Max=3;std_dev=0.622
borgbackup/borg,C,help wanted,,,,,True,,
cinder/Cinder,C,help wanted,3.894E-01,False,-0.03558052,negligible,False,Min=0;Median=0.000;Mean=0.276;Max=2;std_dev=0.528,Min=0;Median=0.000;Mean=0.315;Max=3;std_dev=0.549
cleanflight/cleanflight,C,Support,3.077E-09,False,0.3512626,medium,False,Min=0;Median=0.000;Mean=1.003;Max=8;std_dev=1.529,Min=0;Median=0.000;Mean=0.125;Max=2;std_dev=0.396
cloudius-systems/osv,C,easy,9.891E-01,True,-0.0006281407,negligible,False,Min=0;Median=0.000;Mean=0.121;Max=2;std_dev=0.341,Min=0;Median=0.000;Mean=0.203;Max=3;std_dev=0.647
collectd/collectd,C,help wanted,3.174E-04,False,0.3157213,small,False,Min=0;Median=1.000;Mean=1.152;Max=5;std_dev=1.163,Min=0;Median=0.000;Mean=0.535;Max=3;std_dev=0.797
curl/curl,C,help wanted,2.200E-16,False,0.7510907,large,False,Min=0;Median=2.000;Mean=2.678;Max=14;std_dev=1.984,Min=0;Median=0.000;Mean=0.455;Max=4;std_dev=0.766
domoticz/domoticz,C,help wanted,1.368E-01,False,-0.09451256,negligible,False,Min=0;Median=1.000;Mean=1.144;Max=4;std_dev=1.120,Min=0;Median=1.000;Mean=1.357;Max=5;std_dev=1.222
EtchedPixels/FUZIX,C,help wanted,4.324E-01,False,0.02448556,negligible,False,Min=0;Median=0.000;Mean=0.126;Max=2;std_dev=0.387,Min=0;Median=0.000;Mean=0.107;Max=3;std_dev=0.399
facebook/zstd,C,help wanted,4.878E-08,False,0.3325059,medium,False,Min=0;Median=1.000;Mean=0.950;Max=7;std_dev=1.015,Min=0;Median=0.000;Mean=0.464;Max=8;std_dev=1.004
flatpak/flatpak,C,help wanted,,,,,True,,
fontforge/fontforge,C,bite-sized,,,,,True,,
FreeRDP/FreeRDP,C,trivial,,,,,True,,
gluster/glusterfs,C,starter task,5.404E-04,False,0.1088235,negligible,False,Min=0;Median=0.000;Mean=0.328;Max=6;std_dev=0.764,Min=0;Median=0.000;Mean=0.125;Max=2;std_dev=0.359
greenplum-db/gpdb,C,community,1.333E-03,False,0.1957968,small,False,Min=0;Median=1.000;Mean=1.276;Max=20;std_dev=2.060,Min=0;Median=0.000;Mean=0.680;Max=4;std_dev=0.841
h2o/h2o,C,help wanted,,,,,True,,
HandBrake/HandBrake,C,Help Wanted,1.249E-02,False,0.1310318,negligible,False,Min=0;Median=0.000;Mean=0.462;Max=3;std_dev=0.645,Min=0;Median=0.000;Mean=0.321;Max=3;std_dev=0.625
i3/i3,C,good first issue,3.589E-01,False,-0.05633482,negligible,False,Min=0;Median=0.500;Mean=0.731;Max=4;std_dev=0.892,Min=0;Median=1.000;Mean=0.862;Max=6;std_dev=1.058
ImageMagick/ImageMagick,C,up for grabs,2.279E-02,False,0.1993377,small,False,Min=0;Median=0.000;Mean=0.507;Max=5;std_dev=0.768,Min=0;Median=0.000;Mean=0.200;Max=1;std_dev=0.406
iNavFlight/inav,C,Support,8.313E-16,False,0.4988855,large,False,Min=0;Median=1.000;Mean=1.079;Max=5;std_dev=1.091,Min=0;Median=0.000;Mean=0.215;Max=2;std_dev=0.476
irssi/irssi,C,help wanted,,,,,True,,
jiangwenyuan/nuster,C,help wanted,2.805E-01,False,-0.0295858,negligible,False,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000,Min=0;Median=0.000;Mean=0.030;Max=1;std_dev=0.170
johnkerl/miller,C,help wanted,,,,,True,,
libgit2/libgit2,C,up for grabs,3.767E-02,False,0.1177977,negligible,False,Min=0;Median=1.000;Mean=1.062;Max=5;std_dev=1.077,Min=0;Median=1.000;Mean=0.821;Max=4;std_dev=0.916
libretro/RetroArch,C,prs welcome,2.200E-16,False,0.5975011,large,False,Min=0;Median=1.000;Mean=1.294;Max=7;std_dev=1.260,Min=0;Median=0.000;Mean=0.161;Max=4;std_dev=0.500
libvips/libvips,C,help wanted,3.469E-12,False,0.2014521,small,False,Min=0;Median=0.000;Mean=0.284;Max=3;std_dev=0.532,Min=0;Median=0.000;Mean=0.051;Max=2;std_dev=0.234
lxc/lxc,C,Easy,1.136E-04,False,0.2181672,small,False,Min=0;Median=1.000;Mean=0.866;Max=5;std_dev=0.965,Min=0;Median=0.000;Mean=0.525;Max=6;std_dev=0.884
MarlinFirmware/Marlin,C,help wanted,2.200E-16,False,0.7332148,large,False,Min=0;Median=4.000;Mean=4.799;Max=19;std_dev=2.926,Min=0;Median=1.000;Mean=1.382;Max=7;std_dev=1.464
neomutt/neomutt,C,hacktoberfest,3.275E-02,False,0.1785846,small,False,Min=0;Median=0.000;Mean=0.580;Max=6;std_dev=0.890,Min=0;Median=0.000;Mean=0.268;Max=2;std_dev=0.501
netblue30/firejail,C,help wanted,5.536E-01,True,0.0406751,negligible,False,Min=0;Median=1.000;Mean=0.860;Max=4;std_dev=0.936,Min=0;Median=1.000;Mean=0.807;Max=5;std_dev=0.981
netdata/netdata,C,help wanted,2.200E-16,False,0.7350158,large,False,Min=0;Median=2.000;Mean=1.871;Max=14;std_dev=1.952,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
nmap/nmap,C,good first issue,2.200E-16,False,0.4571542,medium,False,Min=0;Median=1.000;Mean=1.032;Max=4;std_dev=1.029,Min=0;Median=0.000;Mean=0.261;Max=3;std_dev=0.632
numpy/numpy,C,good first issue,2.200E-16,False,0.8061466,large,False,Min=0;Median=3.000;Mean=3.403;Max=20;std_dev=2.831,Min=0;Median=0.000;Mean=0.394;Max=3;std_dev=0.676
obsproject/obs-studio,C,Good first issue,2.200E-16,False,0.5764984,large,False,Min=0;Median=3.000;Mean=3.183;Max=10;std_dev=2.220,Min=0;Median=1.000;Mean=1.161;Max=6;std_dev=1.194
OpenSC/OpenSC,C,help wanted,4.178E-06,False,0.216898,small,False,Min=0;Median=0.000;Mean=0.475;Max=5;std_dev=0.732,Min=0;Median=0.000;Mean=0.167;Max=2;std_dev=0.394
openssl/openssl,C,help wanted,2.200E-16,False,0.5361451,large,False,Min=0;Median=3.000;Mean=3.344;Max=10;std_dev=2.133,Min=0;Median=1.000;Mean=1.466;Max=8;std_dev=1.512
osmc/osmc,C,help wanted,,,,,True,,
php/php-src,C,Quickfix,2.200E-16,False,0.5188578,large,False,Min=0;Median=2.000;Mean=2.654;Max=15;std_dev=1.984,Min=0;Median=1.000;Mean=1.076;Max=6;std_dev=1.296
qmk/qmk_firmware,C,help wanted,2.200E-16,False,0.9034946,large,False,Min=0;Median=8.000;Mean=9.932;Max=41;std_dev=7.333,Min=0;Median=0.000;Mean=0.975;Max=6;std_dev=1.458
radare/radare2,C,good first issue,,,,,True,,
reactos/reactos,C,help wanted,,,,,True,,
rsyslog/rsyslog,C,small,1.110E-04,False,0.3502304,medium,False,Min=0;Median=0.000;Mean=0.655;Max=4;std_dev=0.848,Min=0;Median=0.000;Mean=0.143;Max=2;std_dev=0.430
rubinius/rubinius,C,Community,5.576E-02,False,-0.06620342,negligible,False,Min=0;Median=0.000;Mean=0.364;Max=5;std_dev=0.773,Min=0;Median=0.000;Mean=0.715;Max=13;std_dev=1.570
spdk/spdk,C,help wanted,6.166E-02,False,0.1305522,negligible,False,Min=0;Median=0.000;Mean=0.218;Max=3;std_dev=0.482,Min=0;Median=0.000;Mean=0.088;Max=2;std_dev=0.379
stellar/stellar-core,C,help wanted,,,,,True,,
Stichting-MINIX-Research-Foundation/minix,C,help wanted,,,,,True,,
swaywm/sway,C,good first issue,2.200E-16,False,0.5387791,large,False,Min=0;Median=2.000;Mean=2.296;Max=9;std_dev=1.668,Min=0;Median=1.000;Mean=0.859;Max=7;std_dev=1.077
the-tcpdump-group/tcpdump,C,good-first-issue,2.620E-01,False,0.07324223,negligible,False,Min=0;Median=0.000;Mean=0.456;Max=2;std_dev=0.683,Min=0;Median=0.000;Mean=0.355;Max=3;std_dev=0.616
transmission/transmission,C,pr welcome,4.604E-11,False,0.460274,medium,False,Min=0;Median=1.000;Mean=0.883;Max=5;std_dev=0.936,Min=0;Median=0.000;Mean=0.192;Max=3;std_dev=0.544
wazuh/wazuh,C,community,3.570E-06,False,0.3676027,medium,False,Min=0;Median=0.000;Mean=0.772;Max=16;std_dev=1.379,Min=0;Median=0.000;Mean=0.104;Max=1;std_dev=0.309
weechat/weechat,C,help wanted,,,,,True,,
YugaByte/yugabyte-db,C,help wanted,,,,,True,,
zephyrproject-rtos/zephyr,C,Good first issue,,,,,True,,
zfsonlinux/zfs,C,good first issue,2.200E-16,False,0.4754982,large,False,Min=0;Median=1.000;Mean=1.024;Max=7;std_dev=1.269,Min=0;Median=0.000;Mean=0.135;Max=2;std_dev=0.407
actor-framework/actor-framework,C++,help wanted,9.691E-05,False,0.1166763,negligible,False,Min=0;Median=0.000;Mean=0.248;Max=3;std_dev=0.536,Min=0;Median=0.000;Mean=0.096;Max=2;std_dev=0.305
apache/incubator-mxnet,C++,good first issue,1.131E-01,False,-0.09914157,negligible,False,Min=0;Median=3.000;Mean=2.818;Max=9;std_dev=2.061,Min=0;Median=3.000;Mean=3.395;Max=12;std_dev=2.726
apache/incubator-weex,C++,Help wanted,1.069E-13,False,-0.5234585,large,False,Min=0;Median=0.000;Mean=0.488;Max=4;std_dev=0.851,Min=0;Median=2.000;Mean=1.765;Max=6;std_dev=1.501
apache/trafficserver,C++,good first issue,4.077E-09,False,0.2228369,small,False,Min=0;Median=0.000;Mean=0.650;Max=6;std_dev=0.983,Min=0;Median=0.000;Mean=0.296;Max=4;std_dev=0.668
ApolloAuto/apollo,C++,Good first issue,3.491E-01,False,-0.0796406,negligible,False,Min=0;Median=1.000;Mean=1.424;Max=7;std_dev=1.465,Min=0;Median=1.000;Mean=1.614;Max=7;std_dev=1.512
apple/foundationdb,C++,good first issue,,,,,True,,
appleseedhq/appleseed,C++,Good First Issue,5.417E-04,False,0.1529637,small,False,Min=0;Median=0.000;Mean=0.199;Max=7;std_dev=0.573,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
ArduPilot/ardupilot,C++,good first issue,,,,,True,,
arrayfire/arrayfire,C++,good first issue,1.062E-02,False,-0.1059248,negligible,False,Min=0;Median=0.000;Mean=0.160;Max=2;std_dev=0.426,Min=0;Median=0.000;Mean=0.289;Max=2;std_dev=0.550
arvidn/libtorrent,C++,help wanted,,,,,True,,
aseprite/aseprite,C++,help wanted,,,,,True,,
assimp/assimp,C++,help wanted,2.642E-15,False,0.4800403,large,False,Min=0;Median=2.000;Mean=1.739;Max=6;std_dev=1.317,Min=0;Median=0.000;Mean=0.706;Max=5;std_dev=0.942
AudioKit/AudioKit,C++,good first issue,5.261E-06,False,0.2235306,small,False,Min=0;Median=0.000;Mean=0.645;Max=3;std_dev=0.800,Min=0;Median=0.000;Mean=0.345;Max=4;std_dev=0.690
bitcoin/bitcoin,C++,good first issue,2.200E-16,False,0.6681215,large,False,Min=0;Median=3.000;Mean=3.655;Max=19;std_dev=2.464,Min=0;Median=1.000;Mean=1.133;Max=8;std_dev=1.329
bkaradzic/bgfx,C++,help needed,3.977E-14,False,0.3418011,medium,False,Min=0;Median=1.000;Mean=0.759;Max=4;std_dev=0.818,Min=0;Median=0.000;Mean=0.294;Max=4;std_dev=0.614
catboost/catboost,C++,good first issue,,,,,True,,
CGAL/cgal,C++,trivial,,,,,True,,
citra-emu/citra,C++,E-easy,,,,,True,,
CleverRaven/Cataclysm-DDA,C++,Good First Issue,,,,,True,,
crawl/crawl,C++,help wanted,2.438E-06,False,0.2755457,small,False,Min=0;Median=1.000;Mean=0.809;Max=4;std_dev=0.936,Min=0;Median=0.000;Mean=0.351;Max=2;std_dev=0.609
Cxbx-Reloaded/Cxbx-Reloaded,C++,help wanted,1.061E-02,False,0.1574803,small,False,Min=0;Median=0.000;Mean=0.177;Max=2;std_dev=0.431,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
davisking/dlib,C++,help wanted,1.423E-08,False,0.302456,small,False,Min=0;Median=0.000;Mean=0.647;Max=4;std_dev=0.864,Min=0;Median=0.000;Mean=0.182;Max=2;std_dev=0.447
dogecoin/dogecoin,C++,help wanted,9.789E-16,False,0.6266992,large,False,Min=0;Median=2.000;Mean=3.056;Max=18;std_dev=4.174,Min=0;Median=0.000;Mean=0.386;Max=11;std_dev=1.087
electron/electron,C++,beginner friendly,2.200E-16,False,0.8624797,large,False,Min=0;Median=3.000;Mean=3.811;Max=17;std_dev=2.690,Min=0;Median=0.000;Mean=0.373;Max=11;std_dev=1.564
emscripten-core/emscripten,C++,good first bug,,,,,True,,
EOSIO/eos,C++,Support,,,,,True,,
eranif/codelite,C++,good first issue,9.075E-01,True,-0.004520885,negligible,False,Min=0;Median=0.000;Mean=0.200;Max=2;std_dev=0.444,Min=0;Median=0.000;Mean=0.216;Max=2;std_dev=0.485
ethereum/aleth,C++,help wanted,9.705E-01,True,-0.001871758,negligible,False,Min=0;Median=0.000;Mean=0.446;Max=3;std_dev=0.712,Min=0;Median=0.000;Mean=0.507;Max=4;std_dev=0.898
ethereum-mining/ethminer,C++,up-for-grabs,,,,,True,,
ethereum/solidity,C++,help wanted,,,,,True,,
facebook/hhvm,C++,probably easy,2.429E-14,False,0.3261144,small,False,Min=0;Median=0.000;Mean=0.953;Max=5;std_dev=1.228,Min=0;Median=0.000;Mean=0.271;Max=4;std_dev=0.669
facebook/rocksdb,C++,up-for-grabs,2.200E-16,False,0.5897777,large,False,Min=0;Median=2.000;Mean=2.432;Max=11;std_dev=1.763,Min=0;Median=1.000;Mean=0.796;Max=4;std_dev=0.976
flutter/engine,C++,easy fix,2.200E-16,False,0.7282659,large,False,Min=0;Median=2.000;Mean=3.075;Max=27;std_dev=3.101,Min=0;Median=0.000;Mean=0.577;Max=4;std_dev=0.868
GameFoundry/bsf,C++,good first issue,,,,,True,,
gnuradio/gnuradio,C++,good first issue,4.211E-14,False,0.3391257,medium,False,Min=0;Median=1.000;Mean=0.996;Max=10;std_dev=1.336,Min=0;Median=0.000;Mean=0.316;Max=5;std_dev=0.636
godotengine/godot,C++,hacktoberfest,,,,,True,,
gongminmin/KlayGE,C++,help wanted,3.607E-02,False,-0.05865103,negligible,False,Min=0;Median=0.000;Mean=0.032;Max=1;std_dev=0.177,Min=0;Median=0.000;Mean=0.091;Max=1;std_dev=0.290
google/or-tools,C++,Help Needed,8.895E-01,True,0.01052049,negligible,False,Min=0;Median=0.000;Mean=0.429;Max=3;std_dev=0.652,Min=0;Median=0.000;Mean=0.417;Max=2;std_dev=0.647
grpc/grpc,C++,disposition/help wanted,,,,,True,,
harfbuzz/harfbuzz,C++,help wanted,8.726E-13,False,0.3015118,small,False,Min=0;Median=0.000;Mean=0.668;Max=5;std_dev=0.904,Min=0;Median=0.000;Mean=0.188;Max=2;std_dev=0.441
Icinga/icinga2,C++,help wanted,7.658E-10,False,0.430076,medium,False,Min=0;Median=1.000;Mean=0.738;Max=6;std_dev=0.939,Min=0;Median=0.000;Mean=0.094;Max=2;std_dev=0.344
includeos/IncludeOS,C++,Help wanted,,,,,True,,
IntelRealSense/librealsense,C++,help wanted,2.635E-10,False,0.4125307,medium,False,Min=0;Median=1.000;Mean=1.559;Max=6;std_dev=1.284,Min=0;Median=0.000;Mean=0.704;Max=6;std_dev=1.009
JohnSully/KeyDB,C++,good first issue,5.520E-01,True,0.04748941,negligible,False,Min=0;Median=0.000;Mean=0.193;Max=2;std_dev=0.418,Min=0;Median=0.000;Mean=0.138;Max=1;std_dev=0.351
leanprover/lean,C++,E-easy,6.155E-01,True,0.01458401,negligible,False,Min=0;Median=0.000;Mean=0.127;Max=2;std_dev=0.392,Min=0;Median=0.000;Mean=0.097;Max=2;std_dev=0.314
ledger/ledger,C++,easy,3.254E-03,False,0.1632895,small,False,Min=0;Median=0.000;Mean=0.431;Max=2;std_dev=0.585,Min=0;Median=0.000;Mean=0.254;Max=3;std_dev=0.518
LMMS/lmms,C++,good first issue,,,,,True,,
mapbox/mapbox-gl-native,C++,good first issue,2.285E-08,False,0.3632474,medium,False,Min=0;Median=1.000;Mean=0.872;Max=5;std_dev=1.009,Min=0;Median=0.000;Mean=0.253;Max=2;std_dev=0.490
microsoft/CNTK,C++,help wanted,,,,,True,,
minetest/minetest,C++,Beginner Friendly,3.152E-09,False,0.313052,small,False,Min=0;Median=1.000;Mean=1.103;Max=7;std_dev=1.140,Min=0;Median=0.000;Mean=0.514;Max=4;std_dev=0.748
mlpack/mlpack,C++,good first issue,,,,,True,,
monero-project/monero,C++,help wanted,,,,,True,,
mosra/magnum,C++,help wanted,2.794E-04,False,0.1215352,negligible,False,Min=0;Median=0.000;Mean=0.130;Max=2;std_dev=0.361,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
mumble-voip/mumble,C++,help wanted,8.141E-04,False,0.1660769,small,False,Min=0;Median=0.000;Mean=0.547;Max=6;std_dev=0.838,Min=0;Median=0.000;Mean=0.298;Max=2;std_dev=0.611
musescore/MuseScore,C++,good first issue,3.191E-08,False,0.5173388,large,False,Min=0;Median=1.000;Mean=1.706;Max=7;std_dev=1.426,Min=0;Median=0.000;Mean=0.662;Max=5;std_dev=0.893
nghttp2/nghttp2,C++,help wanted,7.553E-01,True,0.01508014,negligible,False,Min=0;Median=0.000;Mean=0.400;Max=3;std_dev=0.643,Min=0;Median=0.000;Mean=0.373;Max=3;std_dev=0.614
NixOS/nix,C++,good-first-bug,2.200E-16,False,0.697863,large,False,Min=0;Median=2.000;Mean=2.550;Max=15;std_dev=2.074,Min=0;Median=0.000;Mean=0.649;Max=6;std_dev=0.946
ocornut/imgui,C++,help wanted,2.323E-04,False,0.3797731,medium,False,Min=0;Median=1.000;Mean=1.441;Max=8;std_dev=1.368,Min=0;Median=0.000;Mean=0.688;Max=6;std_dev=1.281
OGRECave/ogre,C++,good first issue,,,,,True,,
omnisci/omniscidb,C++,starter,,,,,True,,
opencv/opencv,C++,good first issue,7.786E-06,False,0.2485439,small,False,Min=0;Median=4.000;Mean=4.512;Max=16;std_dev=2.398,Min=0;Median=3.000;Mean=3.443;Max=10;std_dev=2.382
openframeworks/openFrameworks,C++,bitesize,3.234E-08,False,0.4391081,medium,False,Min=0;Median=0.000;Mean=0.657;Max=13;std_dev=0.999,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
OpenRCT2/OpenRCT2,C++,hacktoberfest,5.671E-05,False,0.3087281,small,False,Min=0;Median=1.000;Mean=1.444;Max=7;std_dev=1.417,Min=0;Median=0.500;Mean=0.694;Max=2;std_dev=0.781
OpenTTD/OpenTTD,C++,good first issue,,,,,True,,
OSGeo/gdal,C++,good first issue,2.200E-16,False,0.6642018,large,False,Min=0;Median=2.000;Mean=2.339;Max=8;std_dev=1.827,Min=0;Median=0.000;Mean=0.449;Max=4;std_dev=0.776
osquery/osquery,C++,Hacktoberfest,3.339E-04,False,0.2337363,small,False,Min=0;Median=1.000;Mean=1.216;Max=7;std_dev=1.246,Min=0;Median=0.000;Mean=0.853;Max=13;std_dev=1.604
owncloud/client,C++,good first issue,,,,,True,,
panda3d/panda3d,C++,good first issue,2.549E-06,False,0.1864102,small,False,Min=0;Median=0.000;Mean=0.377;Max=5;std_dev=0.684,Min=0;Median=0.000;Mean=0.126;Max=2;std_dev=0.346
PCSX2/pcsx2,C++,Trivial,2.471E-01,False,0.09743243,negligible,False,Min=0;Median=0.000;Mean=0.614;Max=11;std_dev=1.001,Min=0;Median=0.000;Mean=0.525;Max=5;std_dev=1.037
PointCloudLibrary/pcl,C++,good first issue,3.666E-01,False,-0.08278986,negligible,False,Min=0;Median=1.000;Mean=1.152;Max=6;std_dev=1.080,Min=0;Median=1.000;Mean=1.325;Max=4;std_dev=1.163
ponylang/ponyc,C++,help wanted,2.200E-16,False,0.4412189,medium,False,Min=0;Median=0.000;Mean=0.664;Max=5;std_dev=0.845,Min=0;Median=0.000;Mean=0.057;Max=4;std_dev=0.429
PowerDNS/pdns,C++,easy,2.802E-07,False,0.3149833,small,False,Min=0;Median=1.000;Mean=0.843;Max=7;std_dev=1.015,Min=0;Median=0.000;Mean=0.301;Max=2;std_dev=0.567
Project-OSRM/osrm-backend,C++,Starter Task,7.152E-04,False,0.1532095,small,False,Min=0;Median=0.000;Mean=0.430;Max=3;std_dev=0.641,Min=0;Median=0.000;Mean=0.233;Max=2;std_dev=0.484
protocolbuffers/protobuf,C++,help wanted,,,,,True,,
prusa3d/PrusaSlicer,C++,help wanted,2.200E-16,False,0.5583747,large,False,Min=0;Median=1.000;Mean=1.291;Max=5;std_dev=1.241,Min=0;Median=0.000;Mean=0.177;Max=2;std_dev=0.478
pytorch/pytorch,C++,newcomer,2.200E-16,False,0.8810805,large,False,Min=1;Median=11.000;Mean=11.847;Max=100;std_dev=8.844,Min=0;Median=0.000;Mean=2.093;Max=9;std_dev=2.589
