owner/repo,lang,label,wilcoxon_pvalue,identical,delta,eff_size,invalid,summary_treatment,summary_control
getsentry/sentry,PYTHON,Easy Task,6.938E-02,False,0.08342361,negligible,False,Min=0;Median=1.000;Mean=1.404;Max=42;std_dev=2.633,Min=0;Median=1.000;Mean=1.045;Max=6;std_dev=1.029
git-cola/git-cola,PYTHON,help wanted,7.060E-04,False,0.1842105,small,False,Min=0;Median=0.000;Mean=0.215;Max=3;std_dev=0.484,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
googleapis/google-cloud-python,PYTHON,good first issue,2.390E-04,False,0.1941422,small,False,Min=0;Median=1.000;Mean=1.176;Max=5;std_dev=1.393,Min=0;Median=0.000;Mean=0.680;Max=5;std_dev=1.016
internetarchive/openlibrary,PYTHON,hacktoberfest,1.559E-10,False,0.2411874,small,False,Min=0;Median=0.000;Mean=0.438;Max=16;std_dev=1.224,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
ipython/ipython,PYTHON,good first issue,,,,,True,,
keras-team/keras,PYTHON,stat:contributions welcome,,,,,True,,
Kinto/kinto,PYTHON,easy-pick,,,,,True,,
kivy/kivy,PYTHON,easy,,,,,True,,
lbryio/lbry-sdk,PYTHON,help wanted,8.752E-05,False,0.2241098,small,False,Min=0;Median=0.000;Mean=0.529;Max=10;std_dev=1.188,Min=0;Median=0.000;Mean=0.111;Max=2;std_dev=0.354
mailpile/Mailpile,PYTHON,Low Hanging Fruit,9.053E-09,False,0.2982364,small,False,Min=0;Median=0.000;Mean=0.533;Max=8;std_dev=0.964,Min=0;Median=0.000;Mean=0.043;Max=2;std_dev=0.252
matplotlib/matplotlib,PYTHON,Good first issue,1.144E-11,False,0.7387393,large,False,Min=0;Median=2.000;Mean=2.854;Max=19;std_dev=2.398,Min=0;Median=0.000;Mean=0.414;Max=2;std_dev=0.628
matrix-org/synapse,PYTHON,good first issue,2.200E-16,False,0.5433647,large,False,Min=0;Median=1.000;Mean=1.745;Max=17;std_dev=1.769,Min=0;Median=0.000;Mean=0.441;Max=4;std_dev=0.807
mesonbuild/meson,PYTHON,help wanted,2.200E-16,False,0.7396917,large,False,Min=0;Median=2.000;Mean=2.410;Max=12;std_dev=2.055,Min=0;Median=0.000;Mean=0.171;Max=3;std_dev=0.466
mirumee/saleor,PYTHON,Hacktoberfest,2.200E-16,False,0.4807262,large,False,Min=0;Median=1.000;Mean=1.057;Max=14;std_dev=1.450,Min=0;Median=0.000;Mean=0.122;Max=3;std_dev=0.415
mitmproxy/mitmproxy,PYTHON,help wanted,2.200E-16,False,0.456429,medium,False,Min=0;Median=1.000;Mean=1.103;Max=6;std_dev=1.153,Min=0;Median=0.000;Mean=0.254;Max=3;std_dev=0.543
mopidy/mopidy,PYTHON,good first issue,1.351E-07,False,0.1983132,small,False,Min=0;Median=0.000;Mean=0.361;Max=6;std_dev=0.682,Min=0;Median=0.000;Mean=0.099;Max=3;std_dev=0.369
mozilla/kuma,PYTHON,good first issue,1.957E-01,False,-0.06034452,negligible,False,Min=0;Median=0.000;Mean=0.338;Max=3;std_dev=0.650,Min=0;Median=0.000;Mean=0.411;Max=3;std_dev=0.667
mypaint/mypaint,PYTHON,bitesize,,,,,True,,
networkx/networkx,PYTHON,Good First Issue,2.200E-16,False,0.5511589,large,False,Min=0;Median=1.000;Mean=1.652;Max=7;std_dev=1.457,Min=0;Median=0.000;Mean=0.387;Max=3;std_dev=0.679
nltk/nltk,PYTHON,good first issue,2.200E-16,False,0.5343058,large,False,Min=0;Median=1.000;Mean=0.837;Max=5;std_dev=0.956,Min=0;Median=0.000;Mean=0.016;Max=1;std_dev=0.127
Nuitka/Nuitka,PYTHON,help wanted,2.193E-11,False,0.2446357,small,False,Min=0;Median=0.000;Mean=0.378;Max=5;std_dev=0.700,Min=0;Median=0.000;Mean=0.049;Max=1;std_dev=0.215
numba/numba,PYTHON,easy,1.372E-05,False,0.2241875,small,False,Min=0;Median=0.000;Mean=0.720;Max=6;std_dev=1.018,Min=0;Median=0.000;Mean=0.305;Max=3;std_dev=0.609
numenta/nupic,PYTHON,newbie,2.922E-01,False,-0.08224715,negligible,False,Min=0;Median=0.000;Mean=0.234;Max=3;std_dev=0.502,Min=0;Median=0.000;Mean=0.483;Max=5;std_dev=1.090
OpenMined/PySyft,PYTHON,hacktoberfest,6.101E-03,False,0.2169358,small,False,Min=0;Median=2.000;Mean=2.089;Max=7;std_dev=1.443,Min=0;Median=1.000;Mean=1.752;Max=13;std_dev=2.100
openshift/openshift-ansible,PYTHON,help wanted,1.742E-10,False,0.3914088,medium,False,Min=0;Median=2.000;Mean=2.413;Max=12;std_dev=2.479,Min=0;Median=1.000;Mean=0.876;Max=5;std_dev=1.031
oppia/oppia,PYTHON,good first issue,,,,,True,,
pandas-dev/pandas,PYTHON,good first issue,2.200E-16,False,0.8940428,large,False,Min=0;Median=6.000;Mean=7.225;Max=119;std_dev=7.515,Min=0;Median=0.000;Mean=0.530;Max=4;std_dev=0.877
pantsbuild/pants,PYTHON,good first issue,2.199E-09,False,0.3512494,medium,False,Min=0;Median=0.000;Mean=0.588;Max=10;std_dev=0.899,Min=0;Median=0.000;Mean=0.093;Max=2;std_dev=0.330
polyaxon/polyaxon,PYTHON,help wanted,3.371E-05,False,0.2496528,small,False,Min=0;Median=0.000;Mean=0.312;Max=3;std_dev=0.566,Min=0;Median=0.000;Mean=0.017;Max=1;std_dev=0.129
PrefectHQ/prefect,PYTHON,good first issue,,,,,True,,
psf/requests,PYTHON,Contributor Friendly,,,,,True,,
pyca/cryptography,PYTHON,good first issue,3.563E-01,False,0.07504363,negligible,False,Min=0;Median=1.000;Mean=0.749;Max=4;std_dev=0.851,Min=0;Median=0.000;Mean=0.646;Max=3;std_dev=0.838
pyinstaller/pyinstaller,PYTHON,good first issue,2.200E-16,False,0.4774347,large,False,Min=0;Median=1.000;Mean=1.278;Max=5;std_dev=1.185,Min=0;Median=0.000;Mean=0.338;Max=3;std_dev=0.576
pymc-devs/pymc3,PYTHON,beginner friendly,2.200E-16,False,0.4290976,medium,False,Min=0;Median=1.000;Mean=0.922;Max=6;std_dev=1.128,Min=0;Median=0.000;Mean=0.158;Max=2;std_dev=0.390
pypa/pip,PYTHON,good first issue,,,,,True,,
pypa/pipenv,PYTHON,help wanted,,,,,True,,
pytest-dev/pytest,PYTHON,status: help wanted,,,,,True,,
python/mypy,PYTHON,good-first-issue,2.200E-16,False,0.6755803,large,False,Min=0;Median=1.000;Mean=1.682;Max=14;std_dev=1.818,Min=0;Median=0.000;Mean=0.105;Max=3;std_dev=0.390
python-pillow/Pillow,PYTHON,Hacktoberfest,4.374E-01,False,-0.04085686,negligible,False,Min=0;Median=1.000;Mean=0.867;Max=5;std_dev=0.997,Min=0;Median=1.000;Mean=0.920;Max=5;std_dev=0.975
pyviz/holoviews,PYTHON,good first issue,8.319E-10,False,0.2726984,small,False,Min=0;Median=0.000;Mean=0.517;Max=4;std_dev=0.751,Min=0;Median=0.000;Mean=0.143;Max=2;std_dev=0.390
quantopian/zipline,PYTHON,Help Wanted,,,,,True,,
qutebrowser/qutebrowser,PYTHON,easy,,,,,True,,
rafalp/Misago,PYTHON,help wanted,,,,,True,,
RasaHQ/rasa,PYTHON,help wanted,,,,,True,,
readthedocs/readthedocs.org,PYTHON,Good First Issue,1.728E-10,False,0.3862788,medium,False,Min=0;Median=1.000;Mean=0.994;Max=7;std_dev=1.157,Min=0;Median=0.000;Mean=0.330;Max=6;std_dev=0.781
robotframework/robotframework,PYTHON,help wanted,,,,,True,,
sabnzbd/sabnzbd,PYTHON,Help Wanted,1.122E-01,False,-0.05580208,negligible,False,Min=0;Median=0.000;Mean=0.182;Max=3;std_dev=0.453,Min=0;Median=0.000;Mean=0.257;Max=3;std_dev=0.554
saltstack/salt,PYTHON,help-wanted,2.200E-16,False,0.8758946,large,False,Min=1;Median=6.000;Mean=6.453;Max=19;std_dev=3.003,Min=0;Median=0.000;Mean=1.295;Max=8;std_dev=1.756
scikit-image/scikit-image,PYTHON,good first issue,7.449E-15,False,0.4845457,large,False,Min=0;Median=1.000;Mean=1.318;Max=11;std_dev=1.359,Min=0;Median=0.000;Mean=0.362;Max=3;std_dev=0.620
scikit-learn/scikit-learn,PYTHON,Easy,2.200E-16,False,0.8612159,large,False,Min=0;Median=5.000;Mean=6.096;Max=50;std_dev=5.384,Min=0;Median=0.000;Mean=0.333;Max=2;std_dev=0.583
scipy/scipy,PYTHON,good first issue,2.200E-16,False,0.7357763,large,False,Min=0;Median=3.000;Mean=3.014;Max=14;std_dev=2.137,Min=0;Median=1.000;Mean=0.658;Max=4;std_dev=0.815
scrapy/scrapy,PYTHON,help wanted,2.200E-16,False,0.6820435,large,False,Min=0;Median=1.000;Mean=1.663;Max=12;std_dev=1.515,Min=0;Median=0.000;Mean=0.189;Max=3;std_dev=0.477
SheffieldML/GPy,PYTHON,good first issue,5.295E-01,True,-0.04214559,negligible,False,Min=0;Median=0.000;Mean=0.167;Max=2;std_dev=0.531,Min=0;Median=0.000;Mean=0.177;Max=3;std_dev=0.454
SickChill/SickChill,PYTHON,Help wanted,,,,,True,,
spack/spack,PYTHON,good first issue,2.200E-16,False,0.7611975,large,False,Min=0;Median=2.000;Mean=3.483;Max=61;std_dev=5.519,Min=0;Median=0.000;Mean=0.182;Max=2;std_dev=0.408
sphinx-doc/sphinx,PYTHON,help wanted,,,,,True,,
sqlalchemy/sqlalchemy,PYTHON,easy,,,,,True,,
sqlmapproject/sqlmap,PYTHON,support,,,,,True,,
StackStorm/st2,PYTHON,complexity:easy,2.949E-03,False,0.2232469,small,False,Min=0;Median=0.000;Mean=0.444;Max=3;std_dev=0.692,Min=0;Median=0.000;Mean=0.133;Max=1;std_dev=0.344
stamparm/maltrail,PYTHON,support,1.652E-02,False,0.09803922,negligible,False,Min=0;Median=0.000;Mean=0.114;Max=2;std_dev=0.367,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
statsmodels/statsmodels,PYTHON,good first issue,2.031E-06,False,0.3753777,medium,False,Min=0;Median=1.000;Mean=0.803;Max=4;std_dev=0.973,Min=0;Median=0.000;Mean=0.184;Max=2;std_dev=0.441
stephenmcd/mezzanine,PYTHON,help wanted,1.562E-11,False,-0.2795492,small,False,Min=0;Median=0.000;Mean=0.300;Max=4;std_dev=0.601,Min=0;Median=0.000;Mean=0.813;Max=5;std_dev=1.026
sympy/sympy,PYTHON,good first issue,2.200E-16,False,0.5823517,large,False,Min=0;Median=2.000;Mean=2.737;Max=16;std_dev=2.212,Min=0;Median=0.000;Mean=0.926;Max=10;std_dev=1.600
Theano/Theano,PYTHON,Easy fix,5.621E-04,False,0.2719989,small,False,Min=0;Median=0.000;Mean=0.887;Max=7;std_dev=1.329,Min=0;Median=0.000;Mean=0.234;Max=2;std_dev=0.476
tldr-pages/tldr,PYTHON,help wanted,2.200E-16,False,0.7524752,large,False,Min=0;Median=4.000;Mean=5.558;Max=69;std_dev=8.064,Min=0;Median=0.000;Mean=1.541;Max=58;std_dev=5.973
unknown-horizons/unknown-horizons,PYTHON,good first issue,8.875E-01,True,0.003977932,negligible,False,Min=0;Median=0.000;Mean=0.141;Max=2;std_dev=0.370,Min=0;Median=0.000;Mean=0.153;Max=2;std_dev=0.425
vispy/vispy,PYTHON,for-new-contributors,1.657E-03,False,0.2335892,small,False,Min=0;Median=0.000;Mean=0.411;Max=4;std_dev=0.693,Min=0;Median=0.000;Mean=0.093;Max=1;std_dev=0.294
wagtail/wagtail,PYTHON,good first issue,1.781E-03,False,0.3113354,small,False,Min=0;Median=1.000;Mean=1.861;Max=12;std_dev=1.728,Min=0;Median=1.000;Mean=1.000;Max=5;std_dev=1.029
WeblateOrg/weblate,PYTHON,hacktoberfest,1.792E-10,False,0.3197004,small,False,Min=0;Median=0.000;Mean=0.699;Max=5;std_dev=0.903,Min=0;Median=0.000;Mean=0.194;Max=2;std_dev=0.432
xonsh/xonsh,PYTHON,help wanted,,,,,True,,
Yelp/paasta,PYTHON,help wanted,3.283E-01,False,0.07277567,negligible,False,Min=0;Median=0.000;Mean=0.479;Max=5;std_dev=0.800,Min=0;Median=0.000;Mean=0.420;Max=3;std_dev=0.810
ytdl-org/youtube-dl,PYTHON,easy,2.200E-16,False,0.6595269,large,False,Min=0;Median=5.000;Mean=5.447;Max=26;std_dev=3.014,Min=0;Median=2.000;Mean=2.158;Max=9;std_dev=2.157
zulip/zulip,PYTHON,help wanted,,,,,True,,
activeadmin/activeadmin,RUBY,help wanted,3.375E-06,False,0.2957755,small,False,Min=0;Median=1.000;Mean=1.701;Max=8;std_dev=1.555,Min=0;Median=0.000;Mean=1.120;Max=7;std_dev=1.741
aws/aws-sdk-ruby,RUBY,help wanted,1.217E-05,False,-0.2358974,small,False,Min=0;Median=0.000;Mean=0.578;Max=3;std_dev=0.738,Min=0;Median=1.000;Mean=1.007;Max=5;std_dev=1.011
bundler/bundler,RUBY,good first issue,2.776E-14,False,-0.3461489,medium,False,Min=0;Median=1.000;Mean=0.956;Max=7;std_dev=1.129,Min=0;Median=2.000;Mean=1.874;Max=9;std_dev=1.618
citation-style-language/styles,RUBY,help wanted,2.200E-16,False,0.3977134,medium,False,Min=0;Median=3.000;Mean=2.896;Max=9;std_dev=1.811,Min=0;Median=1.000;Mean=1.692;Max=9;std_dev=1.715
CocoaPods/CocoaPods,RUBY,d1:easy,,,,,True,,
cucumber/cucumber-ruby,RUBY,good first issue,9.340E-01,True,-0.003059441,negligible,False,Min=0;Median=0.000;Mean=0.398;Max=5;std_dev=0.642,Min=0;Median=0.000;Mean=0.473;Max=4;std_dev=0.831
diaspora/diaspora,RUBY,quickfix,7.495E-09,False,-0.4946451,large,False,Min=0;Median=0.000;Mean=0.764;Max=7;std_dev=1.013,Min=0;Median=2.000;Mean=3.595;Max=42;std_dev=6.921
education/classroom,RUBY,good first issue,,,,,True,,
elastic/logstash,RUBY,help wanted,5.469E-07,False,-0.2484556,small,False,Min=0;Median=1.000;Mean=1.230;Max=11;std_dev=1.513,Min=0;Median=2.000;Mean=2.344;Max=11;std_dev=2.517
fastlane/fastlane,RUBY,complexity: you can do this,,,,,True,,
fatfreecrm/fat_free_crm,RUBY,good first issue,6.799E-01,True,-0.01162267,negligible,False,Min=0;Median=0.000;Mean=0.167;Max=2;std_dev=0.410,Min=0;Median=0.000;Mean=0.202;Max=3;std_dev=0.512
fog/fog,RUBY,easy,1.142E-14,False,0.495607,large,False,Min=0;Median=1.000;Mean=1.507;Max=9;std_dev=1.953,Min=0;Median=0.000;Mean=0.051;Max=1;std_dev=0.222
github/linguist,RUBY,Help Wanted,1.172E-01,False,-0.08114754,negligible,False,Min=0;Median=2.000;Mean=2.560;Max=10;std_dev=1.755,Min=0;Median=3.000;Mean=3.017;Max=14;std_dev=2.421
gitlabhq/gitlabhq,RUBY,easyfix,2.200E-16,False,-0.9171671,large,False,Min=0;Median=0.000;Mean=0.282;Max=4;std_dev=0.609,Min=0;Median=4.000;Mean=5.219;Max=22;std_dev=3.661
haml/haml,RUBY,Help Wanted,2.915E-01,False,0.0338323,negligible,False,Min=0;Median=0.000;Mean=0.252;Max=5;std_dev=0.571,Min=0;Median=0.000;Mean=0.196;Max=2;std_dev=0.462
hashicorp/vagrant,RUBY,needs-community-help,1.151E-06,False,-0.2247434,small,False,Min=0;Median=2.000;Mean=2.025;Max=7;std_dev=1.534,Min=0;Median=3.000;Mean=3.117;Max=15;std_dev=2.624
Homebrew/brew,RUBY,help wanted,,,,,True,,
Homebrew/homebrew-cask-fonts,RUBY,good first issue,6.911E-01,True,0.02873199,negligible,False,Min=0;Median=1.000;Mean=1.101;Max=5;std_dev=1.226,Min=0;Median=1.000;Mean=0.997;Max=9;std_dev=1.107
illacceptanything/illacceptanything,RUBY,Help wanted,,,,,True,,
inspec/inspec,RUBY,Good first issue,4.890E-04,False,0.380345,medium,False,Min=0;Median=1.000;Mean=1.190;Max=6;std_dev=1.193,Min=0;Median=0.000;Mean=0.500;Max=4;std_dev=0.962
jekyll/jekyll,RUBY,support,1.132E-12,False,0.7791411,large,False,Min=0;Median=2.000;Mean=2.187;Max=12;std_dev=1.946,Min=0;Median=0.000;Mean=0.000;Max=0;std_dev=0.000
jruby/jruby,RUBY,beginner,9.939E-07,False,0.2146035,small,False,Min=0;Median=0.000;Mean=0.738;Max=7;std_dev=0.988,Min=0;Median=0.000;Mean=0.398;Max=4;std_dev=0.774
opal/opal,RUBY,help wanted,6.539E-11,False,0.199493,small,False,Min=0;Median=0.000;Mean=0.274;Max=5;std_dev=0.591,Min=0;Median=0.000;Mean=0.024;Max=1;std_dev=0.152
publify/publify,RUBY,help wanted,7.121E-06,False,-0.1213999,negligible,False,Min=0;Median=0.000;Mean=0.049;Max=2;std_dev=0.236,Min=0;Median=0.000;Mean=0.198;Max=3;std_dev=0.480
puppetlabs/puppet,RUBY,Community,1.779E-03,False,-0.1472709,small,False,Min=0;Median=1.000;Mean=1.150;Max=7;std_dev=1.181,Min=0;Median=1.000;Mean=1.554;Max=7;std_dev=1.464
rails/rails,RUBY,good first issue,2.200E-16,False,0.5035182,large,False,Min=1;Median=10.000;Mean=10.966;Max=27;std_dev=4.172,Min=0;Median=4.000;Mean=5.632;Max=25;std_dev=5.910
rapid7/metasploit-framework,RUBY,newbie-friendly,3.456E-09,False,0.3169811,small,False,Min=0;Median=2.000;Mean=2.569;Max=7;std_dev=1.632,Min=0;Median=1.000;Mean=1.694;Max=7;std_dev=1.454
rubocop-hq/rubocop,RUBY,good first issue,2.200E-16,False,0.5445776,large,False,Min=0;Median=2.000;Mean=2.402;Max=9;std_dev=1.791,Min=0;Median=0.000;Mean=0.868;Max=5;std_dev=1.087
rubygems/rubygems,RUBY,help wanted,3.611E-01,False,0.03978648,negligible,False,Min=0;Median=1.000;Mean=0.886;Max=5;std_dev=1.078,Min=0;Median=1.000;Mean=0.783;Max=4;std_dev=0.969
rubygems/rubygems.org,RUBY,starter,8.020E-09,False,0.2851272,small,False,Min=0;Median=0.000;Mean=0.662;Max=11;std_dev=1.014,Min=0;Median=0.000;Mean=0.227;Max=3;std_dev=0.564
solidusio/solidus,RUBY,Beginner-Friendly,3.566E-04,False,0.3163855,small,False,Min=0;Median=1.000;Mean=1.049;Max=11;std_dev=1.218,Min=0;Median=0.000;Mean=0.442;Max=2;std_dev=0.666
spree/spree,RUBY,Good First Issue,7.823E-01,True,-0.01800525,negligible,False,Min=0;Median=1.000;Mean=1.265;Max=6;std_dev=1.221,Min=0;Median=1.000;Mean=1.531;Max=10;std_dev=1.755
tootsuite/mastodon,RUBY,fit for beginners,1.852E-14,False,0.7921047,large,False,Min=0;Median=2.000;Mean=3.418;Max=110;std_dev=9.094,Min=0;Median=0.000;Mean=0.059;Max=2;std_dev=0.343
zammad/zammad,RUBY,hacktoberfest,2.200E-16,False,0.4140546,medium,False,Min=0;Median=0.000;Mean=0.633;Max=4;std_dev=0.863,Min=0;Median=0.000;Mean=0.028;Max=1;std_dev=0.166
zendesk/samson,RUBY,help wanted,,,,,True,,
ag-grid/ag-grid,TYPESCRIPT,help wanted,3.516E-01,False,-0.0542467,negligible,False,Min=0;Median=0.000;Mean=0.744;Max=4;std_dev=0.931,Min=0;Median=1.000;Mean=0.821;Max=4;std_dev=0.925
angular/angular,TYPESCRIPT,help wanted,,,,,True,,
angular/components,TYPESCRIPT,help wanted,,,,,True,,
ant-design/ant-design,TYPESCRIPT,help wanted,,,,,True,,
BabylonJS/Babylon.js,TYPESCRIPT,help wanted,3.887E-14,False,0.3959852,medium,False,Min=0;Median=1.000;Mean=1.495;Max=11;std_dev=1.487,Min=0;Median=0.000;Mean=0.603;Max=4;std_dev=0.846
botpress/botpress,TYPESCRIPT,contributor-friendly,,,,,True,,
DefinitelyTyped/DefinitelyTyped,TYPESCRIPT,Level:Starter,2.200E-16,False,0.9443667,large,False,Min=0;Median=43.000;Mean=39.676;Max=93;std_dev=23.233,Min=0;Median=2.000;Mean=2.644;Max=7;std_dev=1.773
desktop/desktop,TYPESCRIPT,help wanted,6.595E-15,False,0.7599541,large,False,Min=0;Median=2.000;Mean=2.150;Max=12;std_dev=1.728,Min=0;Median=0.000;Mean=0.128;Max=1;std_dev=0.339
Foundry376/Mailspring,TYPESCRIPT,Hacktoberfest,5.542E-07,False,0.3699593,medium,False,Min=0;Median=0.000;Mean=0.604;Max=10;std_dev=1.055,Min=0;Median=0.000;Mean=0.020;Max=1;std_dev=0.140
grafana/grafana,TYPESCRIPT,help wanted,,,,,True,,
ionic-team/ionic,TYPESCRIPT,help wanted,2.168E-02,False,-0.1394702,negligible,False,Min=0;Median=2.000;Mean=2.709;Max=12;std_dev=2.162,Min=0;Median=3.000;Mean=3.200;Max=10;std_dev=2.247
itchio/itch,TYPESCRIPT,help wanted,8.854E-01,True,0.008169935,negligible,False,Min=0;Median=0.000;Mean=0.108;Max=2;std_dev=0.331,Min=0;Median=0.000;Mean=0.094;Max=1;std_dev=0.296
jupyter-widgets/ipywidgets,TYPESCRIPT,good first issue,,,,,True,,
microsoft/azure-pipelines-tasks,TYPESCRIPT,help wanted,1.195E-15,False,0.533736,large,False,Min=0;Median=2.000;Mean=2.622;Max=9;std_dev=1.755,Min=0;Median=1.000;Mean=1.089;Max=6;std_dev=1.258
microsoft/TypeScript,TYPESCRIPT,Help Wanted,,,,,True,,
microsoft/vscode,TYPESCRIPT,help wanted,,,,,True,,
microsoft/web-build-tools,TYPESCRIPT,help wanted,3.231E-06,False,0.4186629,medium,False,Min=0;Median=1.000;Mean=0.871;Max=5;std_dev=1.027,Min=0;Median=0.000;Mean=0.171;Max=1;std_dev=0.381
mozilla/voice-web,TYPESCRIPT,help wanted,,,,,True,,
NativeScript/NativeScript,TYPESCRIPT,help wanted,,,,,True,,
nteract/nteract,TYPESCRIPT,hacktoberfest,4.697E-06,False,0.3590757,medium,False,Min=0;Median=0.000;Mean=0.573;Max=5;std_dev=0.803,Min=0;Median=0.000;Mean=0.065;Max=1;std_dev=0.250
storybookjs/storybook,TYPESCRIPT,help wanted,,,,,True,,
vega/vega-lite,TYPESCRIPT,Help Wanted,8.326E-09,False,0.3625939,medium,False,Min=0;Median=0.000;Mean=0.662;Max=6;std_dev=0.884,Min=0;Median=0.000;Mean=0.136;Max=2;std_dev=0.440
vuetifyjs/vuetify,TYPESCRIPT,help wanted,,,,,True,,
